=============================| Attention |===============================
  This is a prototype version only and not allowed for productive usage.
  Siemens takes no liability for damages or injuries that might result
  in improper usage.
  Please keep this prototype and all information about it confidential.
=========================================================================

*Supported Devices:
**Unknown 
 AI 8xU/I HF || OrderNumber: 6ES7 531-7NF00-0AB0 || FwVersion: V1.2
 AQ 8xU/I HS || OrderNumber: 6ES7 532-5HF00-0AB0 || FwVersion: V2.2

**Plc 
 CPU 1511-1 PN || OrderNumber: 6ES7 511-1AL03-0AB0 || FwVersion: V3.0
 CPU 1511-1 PN || OrderNumber: 6ES7 511-1AL03-0AB0 || FwVersion: V3.1
 CPU 1513-1 PN || OrderNumber: 6ES7 513-1AM03-0AB0 || FwVersion: V3.0
 CPU 1513-1 PN || OrderNumber: 6ES7 513-1AM03-0AB0 || FwVersion: V3.1
 CPU 1515-2 PN || OrderNumber: 6ES7 515-2AN03-0AB0 || FwVersion: V3.0
 CPU 1515-2 PN || OrderNumber: 6ES7 515-2AN03-0AB0 || FwVersion: V3.1
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AN01-0AB0 || FwVersion: V2.9
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AP03-0AB0 || FwVersion: V3.0
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AP03-0AB0 || FwVersion: V3.1
 CPU 1517-3 PN/DP || OrderNumber: 6ES7 517-3AP00-0AB0 || FwVersion: V3.0
 CPU 1517-3 PN/DP || OrderNumber: 6ES7 517-3AP00-0AB0 || FwVersion: V3.1
 CPU 1517V-1 PN  || OrderNumber: 6ES7 587-1AP00-0AB0 || FwVersion: V3.1
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V2.9
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V3.0
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V3.1

**Head 
 IM 155-6 MF HF V5.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 155-6MU00-0CN0 || GsdId: IM 155-6 MF HF V5.0	
 3 Valves 3/2, 5/2 monost. 4DO || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3 Valves 3/2, 5/2 monost. 4DO || GsdId: 128	
 3 Valves 3/2, 5/2 monost. 4DO* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3 Valves 3/2, 5/2 monost. 4DO || GsdId: 539	
 4 IQ-SENSE Opto E || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4GA00-0AB0 E || GsdId: 124	
 4 IQ-SENSE Opto S || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4GA00-0AB0 S || GsdId: 125	
 4 Valves 3/2, 5/2 monost. 4DO || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 4 Valves 3/2, 5/2 monost. 4DO || GsdId: 127	
 4 Valves 3/2, 5/2 monost. 4DO* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 4 Valves 3/2, 5/2 monost. 4DO || GsdId: 540	
 4AI I 2WIRE ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4GD00-0AB0 || GsdId: 183	
 4AI TC ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4JD00-0AB0 || GsdId: 262	
 4DI DC24V HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BD00-0AB0 || GsdId: 2	
 4DI DC24V HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BD01-0AB0 || GsdId: 158	
 4DI DC24V HF* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BD00-0AB0 || GsdId: 505	
 4DI DC24V HF* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BD01-0AB0 || GsdId: 507	
 4DI DC24V ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BD00-0AA0 || GsdId: 11	
 4DI DC24V ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BD01-0AA0 || GsdId: 159	
 4DI DC24V ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BD00-0AA0 || GsdId: 504	
 4DI DC24V ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BD01-0AA0 || GsdId: 506	
 4DI DC24V/SRC ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BD50-0AA0 || GsdId: 14	
 4DI DC24V/SRC ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BD51-0AA0 || GsdId: 160	
 4DI DC24V/SRC ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BD50-0AA0 || GsdId: 508	
 4DI DC24V/SRC ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BD51-0AA0 || GsdId: 509	
 4DI NAMUR || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4RD00-0AB0 || GsdId: 40	
 4DI NAMUR || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4RD02-0AB0 || GsdId: 269	
 4DI UC24..48V HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4CD00-0AB0 || GsdId: 20	
 4DI UC24..48V HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4CD02-0AB0 || GsdId: 270	
 4DI UC24..48V HF* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4CD00-0AB0 || GsdId: 510	
 4DI UC24..48V HF* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4CD02-0AB0 || GsdId: 551	
 4DO DC24V/0.5A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD00-0AB0 || GsdId: 259	
 4DO DC24V/0.5A HF* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD00-0AB0 || GsdId: 549	
 4DO DC24V/0.5A SINK OUT || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD50-0AA0 || GsdId: 226	
 4DO DC24V/0.5A SINK OUT* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD50-0AA0 || GsdId: 545	
 4DO DC24V/0.5A ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD00-0AA0 || GsdId: 15	
 4DO DC24V/0.5A ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD01-0AA0 || GsdId: 167	
 4DO DC24V/0.5A ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD02-0AA0 || GsdId: 244	
 4DO DC24V/0.5A ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD00-0AA0 || GsdId: 521	
 4DO DC24V/0.5A ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD01-0AA0 || GsdId: 522	
 4DO DC24V/0.5A ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD02-0AA0 || GsdId: 547	
 4DO DC24V/2A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD30-0AB0 || GsdId: 260	
 4DO DC24V/2A HF* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD30-0AB0 || GsdId: 550	
 4DO DC24V/2A ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD30-0AA0 || GsdId: 16	
 4DO DC24V/2A ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD31-0AA0 || GsdId: 168	
 4DO DC24V/2A ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD32-0AA0 || GsdId: 229	
 4DO DC24V/2A ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD30-0AA0 || GsdId: 523	
 4DO DC24V/2A ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD31-0AA0 || GsdId: 524	
 4DO DC24V/2A ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BD32-0AA0 || GsdId: 546	
 4POTDIS, DC 24 .. 48V/AC 24 .. 230V || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4FD00-0AA0 || GsdId: 198	
 4SI IO-Link 16I/16O || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4GA50-0AB0 || GsdId: 250	
 4SI IO-Link 1I || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4GA50-0AB0 || GsdId: 255	
 4SI IO-Link 1I/1O || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4GA50-0AB0 || GsdId: 257	
 4SI IO-Link 1O || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4GA50-0AB0 || GsdId: 256	
 4SI IO-Link 32I/32O || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4GA50-0AB0 || GsdId: 249	
 4SI IO-Link 4I || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4GA50-0AB0 || GsdId: 253	
 4SI IO-Link 4I/4O || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4GA50-0AB0 || GsdId: 252	
 4SI IO-Link 4O || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4GA50-0AB0 || GsdId: 254	
 4SI IO-Link 8I/8O || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4GA50-0AB0 || GsdId: 251	
 4SI SIRIUS 8I/8O || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 3RK1 005-0LB00-0AA0 || GsdId: 258	
 8DI DC24V SOURCE IN || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BF50-0AA0 || GsdId: 228	
 8DI DC24V ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BF00-0AA0 || GsdId: 223	
 8DO DC24V/0.5A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BF00-0AB0 || GsdId: 261	
 8DO DC24V/0.5A SINK OUT || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BF50-0AA0 || GsdId: 227	
 8DO DC24V/0.5A ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BF00-0AA0 || GsdId: 224	
 AI 2xI 2-/4-wire ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6GB00-0BA1 || GsdId: AI 2xI 2-/4-wire ST	
 AI 2xI 2-/4-wire ST V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6GB00-0BA1 || GsdId: AI 2xI 2-/4-wire ST, QI	
 AI 2xSG 4-/6-wire HS V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 7MH4 134-6LB00-0DA0 || GsdId: AI 2xSG 4-/6-wire HS	
 AI 2xU ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6FB00-0BA1 || GsdId: AI 2xU ST	
 AI 2xU ST V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6FB00-0BA1 || GsdId: AI 2xU ST, QI	
 AI 2xU/I 2-/4-wire HF V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HB00-0CA1 || GsdId: AI 2xU/I 2-/4-wire HF	
 AI 2xU/I 2-/4-wire HF V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HB00-0CA1 || GsdId: AI 2xU/I 2-/4-wire HF, QI	
 AI 2xU/I 2-/4-wire HF V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HB00-0CA1 || GsdId: AI 2xU/I 2-/4-wire HF V2.0	
 AI 2xU/I 2-/4-wire HF V2.0, MSI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HB00-0CA1 || GsdId: AI 2xU/I 2-/4-wire HF V2.0, MSI	
 AI 2xU/I 2-/4-wire HF V2.0, MSI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: AI 2xU/I 2-/4-wire HF V2.0 MSI	
 AI 2xU/I 2-/4-wire HF V2.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HB00-0CA1 || GsdId: AI 2xU/I 2-/4-wire HF V2.0, QI	
 AI 2xU/I 2-/4-wire HF V2.0, SCALE || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HB00-0CA1 || GsdId: AI 2xU/I 2-/4-wire HF V2.0, SCALE	
 AI 2xU/I 2-/4-wire HS V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HB00-0DA1 || GsdId: AI 2xU/I 2-/4-wire HS	
 AI 2xU/I 2-/4-wire HS V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HB00-0DA1 || GsdId: AI 2xU/I 2-/4-wire HS, QI	
 AI 2xU/I 2-/4-wire HS V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HB00-0DA1 || GsdId: AI 2xU/I 2-/4-wire HS V1.1	
 AI 2xU/I 2-/4-wire HS V1.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HB00-0DA1 || GsdId: AI 2xU/I 2-/4-wire HS V1.1, QI	
 AI 2xU/I 2-/4-wire HS V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HB00-0DA1 || GsdId: AI 2xU/I 2-/4-wire HS V2.0	
 AI 2xU/I 2-/4-wire HS V2.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HB00-0DA1 || GsdId: AI 2xU/I 2-/4-wire HS V2.0, QI	
 AI 4xI 2-/4-wire ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6GD00-0BA1 || GsdId: AI 4xI 2-/4-wire ST	
 AI 4xI 2-/4-wire ST V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6GD00-0BA1 || GsdId: AI 4xI 2-/4-wire ST V1.1	
 AI 4xI 2-/4-wire ST V1.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6GD00-0BA1 || GsdId: AI 4xI 2-/4-wire ST V1.1, QI	
 AI 4xI 2-/4-wire ST V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6GD01-0BA1 || GsdId: AI 4xI 2-/4-wire ST V2.0	
 AI 4xI 2-/4-wire ST V2.0 , QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6GD01-0BA1 || GsdId: AI 4xI 2-/4-wire ST V2.0, QI	
 AI 4xI 2-wire 4..20mA HART V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6TD00-0CA1 || GsdId: AI 4xI 2-wire 4...20mA, HART	
 AI 4xI 2-wire 4..20mA HART V1.0, 4 tags || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6TD00-0CA1 || GsdId: AI 4xI 2-wire 4...20mA, HART, 4 Variablen	
 AI 4xI 2-wire 4..20mA HART V1.0, 4 tags QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6TD00-0CA1 || GsdId: AI 4xI 2-wire 4...20mA, QI, HART, 4 Variablen	
 AI 4xI 2-wire 4..20mA HART V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6TD00-0CA1 || GsdId: AI 4xI 2-wire 4...20mA, QI, HART	
 AI 4xRTD/TC 2-/3-/4-wire HF V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JD00-0CA1 || GsdId: AI 4xRTD/TC 2-/3-/4-wire HF	
 AI 4xRTD/TC 2-/3-/4-wire HF V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JD00-0CA1 || GsdId: AI 4xRTD/TC 2-/3-/4-wire HF V1.1	
 AI 4xRTD/TC 2-/3-/4-wire HF V1.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JD00-0CA1 || GsdId: AI 4xRTD/TC 2-/3-/4-wire HF V1.1, QI	
 AI 4xRTD/TC 2-/3-/4-wire HF V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JD00-0CA1 || GsdId: AI 4xRTD/TC 2-/3-/4-wire HF V2.0	
 AI 4xRTD/TC 2-/3-/4-wire HF V2.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JD00-0CA1 || GsdId: AI 4xRTD/TC 2-/3-/4-wire HF V2.0, QI	
 AI 4xRTD/TC 2-/3-/4-wire HF V2.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JD00-0CA1 || GsdId: AI 4xRTD/TC 2-/3-/4-wire HF V2.1	
 AI 4xRTD/TC 2-/3-/4-wire HF V2.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JD00-0CA1 || GsdId: AI 4xRTD/TC 2-/3-/4-wire HF V2.1, QI	
 AI 4xRTD/TC 4xM12 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 144-5KD50-0BA0 || GsdId: AI 4xRTD/TC 4xM12	
 AI 4xRTD/TC 4xM12 V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 144-5KD50-0BA0 || GsdId: AI 4xRTD/TC 4xM12, QI	
 AI 4xTC HS V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JD00-0DA1 || GsdId: AI 4xTC HS V1.0	
 AI 4xTC HS V1.0, MSI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JD00-0DA1 || GsdId: AI 4xTC HS V1.0, MSI	
 AI 4xTC HS V1.0, MSI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: AI 4xTC HS V1.0, MSI	
 AI 4xTC HS V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JD00-0DA1 || GsdId: AI 4xTC HS V1.0, QI	
 AI 4xTC HS V1.0, REAL || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JD00-0DA1 || GsdId: AI 4xTC HS V1.0, REAL	
 AI 4xTC HS V1.0, REAL, MSI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JD00-0DA1 || GsdId: AI 4xTC HS V1.0, REAL, MSI	
 AI 4xTC HS V1.0, REAL, MSI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: N/A || GsdId: AI 4xTC HS V1.0, REAL, MSI	
 AI 4xTC HS V1.0, REAL, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JD00-0DA1 || GsdId: AI 4xTC HS V1.0, REAL, QI	
 AI 4xU/I 2-wire ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HD00-0BA1 || GsdId: AI 4xU/I 2-wire ST	
 AI 4xU/I 2-wire ST V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HD00-0BA1 || GsdId: AI 4xU/I 2-wire ST V1.1	
 AI 4xU/I 2-wire ST V1.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HD00-0BA1 || GsdId: AI 4xU/I 2-wire ST V1.1, QI	
 AI 4xU/I 2-wire ST V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HD01-0BA1 || GsdId: AI 4xU/I 2-wire ST V2.0	
 AI 4xU/I 2-wire ST V2.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6HD01-0BA1 || GsdId: AI 4xU/I 2-wire ST V2.0, QI	
 AI 4xU/I/RTD 4xM12 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 144-5KD00-0BA0 || GsdId: AI 4xU/I/RTD 4xM12	
 AI 4xU/I/RTD 4xM12 V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 144-5KD00-0BA0 || GsdId: AI 4xU/I/RTD 4xM12, QI	
 AI 8xI 2-/4-wire BA V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6GF00-0AA1 || GsdId: AI 8xI 2-/4-wire BA	
 AI 8xRTD/TC 2-wire HF V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JF00-0CA1 || GsdId: AI 8xRTD/TC 2-wire HF	
 AI 8xRTD/TC 2-wire HF V2.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JF00-0CA1 || GsdId: AI 8xRTD/TC 2-wire HF, QI	
 AI 8xRTD/TC 2-wire HF V2.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JF00-0CA1 || GsdId: AI 8xRTD/TC 2-wire HF V2.1	
 AI 8xRTD/TC 2-wire HF V2.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6JF00-0CA1 || GsdId: AI 8xRTD/TC 2-wire HF V2.1, QI	
 AI 8xU BA V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6FF00-0AA1 || GsdId: AI 8xU BA	
 AI Energy Meter CT HF V8.0 (002I/002O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0CU0 || GsdId: AI Energymeter CT HF V8.0 (2I/2O)	
 AI Energy Meter CT HF V8.0 (032I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0CU0 || GsdId: AI Energymeter CT HF V8.0 (32I/20O)	
 AI Energy Meter CT HF V8.0 (064I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0CU0 || GsdId: AI Energymeter CT HF V8.0 (64I/20O)	
 AI Energy Meter CT HF V8.0 (128I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0CU0 || GsdId: AI Energymeter CT HF V8.0 (128I/20O)	
 AI Energy Meter CT HF V8.0 (256I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0CU0 || GsdId: AI Energymeter CT HF V8.0 (256I/20O)	
 AI Energy Meter CT HF V8.0 (E0 012I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0CU0 || GsdId: AI Energymeter CT HF V8.0 (12I/20O E0)	
 AI Energy Meter CT HF V8.0 (E1 004I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0CU0 || GsdId: AI Energymeter CT HF V8.0 (4I/20O E1)	
 AI Energy Meter CT HF V8.0 (E2 012I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0CU0 || GsdId: AI Energymeter CT HF V8.0 (12I/20O E2)	
 AI Energy Meter CT HF V8.0 (E3 104I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0CU0 || GsdId: AI Energymeter CT HF V8.0 (104I/20O E3)	
